ID,Name,Age,Marks,Grade
4888,Mike,25,83.72,A
4889,Sara,24,81.69,C
4890,Emma,20,94.15,F
4891,Nina,25,89.72,B
4892,David,22,86.76,A
4893,Emma,22,94.24,F
4894,John,24,64.24,A
4895,John,20,75.07,C
4896,Alice,22,97.9,A
4897,David,25,66.28,B
4898,Alice,23,60.68,C
4899,David,21,72.22,C
4900,John,20,62.43,B
4901,Emma,22,65.97,F
4902,Emma,24,90.56,B
4903,Sara,23,97.29,F
4904,Nina,19,82.69,C
4905,Nina,18,95.24,A
4906,James,19,77.89,D
4907,Alice,21,67.08,D
4908,John,23,98.7,F
4909,David,22,90.87,A
4910,David,18,85.89,F
4911,Sara,22,50.45,A
4912,Nina,18,76.84,C
4913,John,22,92.27,D
4914,Alice,18,79.74,C
4915,Mike,25,79.85,F
4916,James,21,65.69,F
4917,Emma,18,86.93,C
4918,Tom,19,56.1,D
4919,Nina,23,53.09,A
4920,Rachel,25,53.11,D
4921,John,18,75.26,B
4922,Nina,23,85.78,B
4923,James,22,54.89,D
4924,Sara,19,94.7,A
4925,Sara,24,93.07,B
4926,John,19,88.67,F
4927,Emma,25,70.21,F
4928,Emma,21,54.13,F
4929,Mike,18,55.21,B
4930,Mike,24,70.77,D
4931,Mike,23,70.87,A
4932,Emma,21,76.91,F
4933,Emma,25,84.18,A
4934,Alice,25,76.5,C
4935,David,23,97.07,D
4936,Emma,22,61.93,F
4937,James,24,62.33,C
4938,Sara,20,72.27,C
4939,James,20,58.27,B
4940,Alice,19,76.43,C
4941,Emma,18,58.74,D
4942,Mike,24,78.44,A
4943,Alice,19,78.62,F
4944,David,23,64.52,F
4945,James,22,85.85,B
4946,Mike,25,72.75,F
4947,Mike,19,86.56,D
4948,James,18,89.11,B
4949,Mike,18,68.39,D
4950,Sara,23,55.94,F
4951,Mike,25,87.51,A
4952,Nina,22,79.55,C
4953,Emma,22,87.03,D
4954,Tom,18,93.2,B
4955,Emma,18,78.84,F
4956,Nina,24,68.29,F
4957,John,21,95.45,A
4958,Sara,22,62.33,F
4959,Rachel,18,74.29,F
4960,Emma,18,68.03,B
4961,Emma,25,92.12,D
4962,Rachel,22,75.36,F
4963,Emma,18,74.87,C
4964,James,18,52.75,C
4965,Nina,25,80.78,F
4966,Tom,18,50.02,A
4967,John,19,93.36,A
4968,Mike,21,66.67,F
4969,Tom,22,72.34,C
4970,Tom,19,72.38,F
4971,Rachel,25,70.62,C
4972,Mike,20,86.85,A
4973,John,23,72.22,D
4974,Tom,24,77.2,D
4975,Rachel,21,63.14,D
4976,James,18,58.26,B
4977,John,18,61.39,C
4978,John,25,56.66,A
4979,Tom,19,89.28,D
4980,John,23,82.33,A
4981,Tom,20,54.45,D
4982,Rachel,18,54.68,D
4983,James,24,98.6,A
4984,David,19,92.72,C
4985,Rachel,24,92.58,D
4986,Alice,22,77.06,B
4987,Tom,25,60.84,C
4988,Nina,21,71.32,C
4989,Tom,18,52.67,F
4990,Sara,19,82.42,B
4991,Emma,19,95.08,D
4992,James,19,62.94,A
4993,Sara,21,56.46,B
4994,Rachel,24,63.75,A
4995,John,20,65.46,C
4996,Tom,25,77.49,C
4997,Sara,22,68.63,D
4998,Mike,23,62.75,D
4999,Nina,20,94.22,A
5000,James,19,73.9,C
